,Unnamed: 0,City,LATITUDE_X,LONGITUDE_Y,Composite_Cost,Mean_Temp_F,EXTREME_WEATH_EVENTS_YEARLY
0,0,Denver,39.7392364,-104.98486229999999,91.5,48.87561547479482,0.08
1,1,Memphis,35.1490215,-90.0516285,86.1,62.21219226260257,0.26
